text,emotion
The explanation for the programming challenge is mixed up and I cannot follow it. (312),Confused
The solution for the exam preparation is clear now and I feel prepared. (795),Confident
I am interested in understanding the algorithm explanation in more depth. (503),Curious
I find the online lab exercise dull and unmotivating because the logic is hard to connect to the examples. (243),Bored
I find the engineering design task dull and unmotivating because the reasoning finally clicked. (137),Bored
I feel puzzled by the online lab exercise and I cannot separate the steps. (260),Confused
I really have no idea how to start the research paper review because the implementation keeps breaking! (166),Confused
This the statistics homework feels fascinating and I want to investigate it. (738),Curious
I am curious about the statistics homework because the output matches my expectation. (782),Curious
The idea behind the exam review notes intrigues me and I want to study it. (945),Curious
This the programming challenge is so frustrating that I want to restart. (953),Frustrated
I would like to explore the quiz preparation because it seems promising. (1079),Curious
I am eager to discover how the physics problem set works in practice. (282),Curious
This the machine learning model is too slow paced and I keep daydreaming. (998),Bored
I handled the the statistics homework successfully and I feel assured. (218),Confident
The solution for the programming challenge is clear now and I feel prepared. (272),Confident
I solved the the project deadline and I am comfortable explaining it. (1035),Confident
I really want to learn more about the exam preparation and its real world applications. (941),Curious
I have mastered the algorithm explanation and I can apply it with ease. (180),Confident
this mathematics proof feels sleepy and I cannot stay engaged! (907),Bored
I am frustrated because the project deadline keeps failing. (743),Frustrated
I am curious about the project deadline because the error keeps appearing even after retries. (89),Curious
This the online lab exercise is making me upset because the instructions are not clear enough. (479),Frustrated
This the exam review notes is too slow paced and I keep daydreaming! (295),Bored
I am uninterested in the lecture on recursion because it feels repetitive and dull. (264),Bored
The lesson on the presentation slides is so repetitive that I lose focus! (1165),Bored
I do not understand the exam review notes and I feel stuck. (1029),Confused
This the engineering design task feels fascinating and I want to investigate it. (963),Curious
I am irritated by the coding assignment and I cannot make progress. (1032),Frustrated
I am lost in the exam preparation because the instructions are vague. (128),Confused
I am fascinated by the online lab exercise and I want to understand the reasoning. (177),Curious
the coding assignment feels sleepy and I cannot stay engaged! (517),Bored
I handled the the physics problem set successfully and I feel assured. (227),Confident
This the engineering design task is so frustrating that I want to restart. (99),Frustrated
I am curious about the exam preparation because the feedback is too generic. (477),Curious
I really have no idea how to start the quiz preparation because I need more examples before I can proceed! (991),Confused
I handled the the engineering design task successfully and I feel assured. (1172),Confident
I am interested in understanding the physics problem set in more depth. (567),Curious
the online lab exercise feels sleepy and I cannot stay engaged. (50),Bored
I really am curious about the lecture on recursion because I need more examples before I can proceed! (301),Curious
I am curious about the statistics homework because the task feels too predictable. (423),Curious
I feel bored because the algorithm explanation! (1180),Bored
I would like to explore the project deadline because it seems promising! (769),Curious
I really feel puzzled by the statistics homework and I cannot separate the steps. (186),Confused
the research paper review feels sleepy and I cannot stay engaged. (198),Bored
I am unsure how to use the debugging session correctly in this assignment. (1137),Confused
This the presentation slides is so frustrating that I want to restart. (1022),Frustrated
Nothing works in the group assignment and I feel exhausted by the errors. (179),Frustrated
I am sure about the project deadline because the instructions are not clear enough. (300),Confident
I am angry about the research paper review because the feedback is too generic. (1100),Frustrated
I really feel annoyed by the machine learning model and nothing seems to work. (666),Frustrated
I really am eager to discover how the programming challenge works in practice. (1011),Curious
I really finally understood the lecture on recursion and I feel ready to proceed. (1056),Confident
This the algorithm explanation is unclear and I am not sure how to proceed! (37),Confused
The deadline for the group assignment is causing me a lot of stress. (998),Frustrated
The the data science project is stressing me out and I feel stuck! (835),Frustrated
The the quiz preparation is monotonous and I keep zoning out! (784),Bored
I have no idea how to start the exam preparation because the implementation keeps breaking! (1042),Confused
I am lost in the research paper review because the instructions are vague! (964),Confused
The idea behind the self study module intrigues me and I want to study it. (612),Curious
I am fascinated by the physics problem set and I want to understand the reasoning. (78),Curious
Nothing works in the coding assignment and I feel exhausted by the errors. (434),Frustrated
I solved the the project deadline and I am comfortable explaining it! (595),Confident
I want to explore the exam review notes further and learn more. (1083),Curious
I feel confident because the project deadline. (192),Confident
I solved the the lecture on recursion and I am comfortable explaining it. (603),Confident
I really want to explore the physics problem set further and learn more. (1061),Curious
I am interested in understanding the group assignment in more depth! (1132),Curious
I would like to explore the statistics homework because it seems promising. (48),Curious
The the machine learning model is stressing me out and I feel stuck. (245),Frustrated
This the data science project feels fascinating and I want to investigate it. (87),Curious
I am unsure how to use the quiz preparation correctly in this assignment. (239),Confused
I am perplexed by the self study module because the error keeps appearing even after retries. (915),Confused
I am comfortable with the debugging session because the tools are behaving inconsistently! (109),Confident
I am lost in the physics problem set because the instructions are vague. (968),Confused
This the engineering design task is too slow paced and I keep daydreaming! (208),Bored
I really handled the the data science project successfully and I feel assured! (511),Confident
I am curious about the exam review notes because the same concept is explained too many times! (247),Curious
I find the exam preparation dull and unmotivating because I want to understand the intuition behind it. (44),Bored
I am eager to discover how the project deadline works in practice! (538),Curious
I have mastered the exam preparation and I can apply it with ease. (264),Confident
I am fascinated by the quiz preparation and I want to understand the reasoning. (482),Curious
I am lost in the group assignment because the instructions are vague. (1143),Confused
I am confused about the physics problem set because the task feels too predictable. (567),Confused
I find the debugging session dull and unmotivating because I want to understand the intuition behind it. (747),Bored
I wish the programming challenge were more stimulating because the reasoning finally clicked. (554),Bored
I want to explore the research paper review further and learn more. (582),Curious
This the exam preparation is so boring that I cannot stay focused. (3),Bored
I really do not understand the programming challenge and I feel stuck. (156),Confused
I really feel bored because the data science project. (341),Bored
The deadline for the data science project is causing me a lot of stress. (630),Frustrated
I am eager to discover how the engineering design task works in practice! (562),Curious
This the physics problem set is too slow paced and I keep daydreaming! (958),Bored
I really am lost in the coding assignment because the instructions are vague. (741),Confused
I do not understand the exam preparation and I feel stuck. (144),Confused
The approach for the lecture on recursion now makes sense and I feel ready. (464),Confident
This this mathematics proof is so boring that I cannot stay focused. (98),Bored
I feel annoyed by the group assignment and nothing seems to work. (65),Frustrated
I am unsure how to use the statistics homework correctly in this assignment. (417),Confused
I feel puzzled by the project deadline and I cannot separate the steps. (1007),Confused
I am interested in understanding the research paper review in more depth! (1174),Curious
I am curious about the programming challenge because the deadline is approaching quickly. (624),Curious
I am comfortable with the exam review notes because the same concept is explained too many times. (9),Confident
I am irritated by this mathematics proof and I cannot make progress. (240),Frustrated
I feel bored because the quiz preparation! (583),Bored
The the data science project is monotonous and I keep zoning out! (79),Bored
I am unsure how to use the coding assignment correctly in this assignment. (62),Confused
This the algorithm explanation is too slow paced and I keep daydreaming. (389),Bored
This the coding assignment is so frustrating that I want to restart. (813),Frustrated
I am fascinated by the data science project and I want to understand the reasoning. (540),Curious
The deadline for the lecture on recursion is causing me a lot of stress. (615),Frustrated
the machine learning model feels sleepy and I really cannot stay engaged. (411),Bored
I am not interested in the algorithm explanation because the feedback is too generic. (342),Bored
This the online lab exercise is too slow paced and I keep daydreaming! (409),Bored
I am fed up with the project deadline because the implementation keeps breaking. (533),Frustrated
I wish the online lab exercise were more stimulating because the pace is too slow for my level. (417),Bored
I am curious about the quiz preparation because the error keeps appearing even after retries. (237),Curious
This the quiz preparation feels fascinating and I want to investigate it. (357),Curious
The explanation for the presentation slides is mixed up and I cannot follow it! (688),Confused
The concept of the research paper review seems unclear to me in this problem. (177),Confused
I really am fascinated by the exam preparation and I want to understand the reasoning. (1181),Curious
The deadline for the research paper review is causing me a lot of stress. (446),Frustrated
The idea behind the statistics homework intrigues me and I want to study it. (984),Curious
The the machine learning model is stressing me out and I really feel stuck. (636),Frustrated
I would like to explore the lecture on recursion because it seems promising. (564),Curious
I really handled the the self study module successfully and I feel assured. (1016),Confident
I am interested in understanding the presentation slides in more depth! (685),Curious
I am eager to discover how the exam review notes works in practice! (805),Curious
The lesson on the presentation slides is so repetitive that I lose focus! (40),Bored
I want to learn more about the online lab exercise and its real world applications! (553),Curious
This the research paper review is unclear and I am not sure how to proceed! (514),Confused
The the machine learning model is stressing me out and I feel stuck! (448),Frustrated
I am uninterested in the exam review notes because it feels repetitive and dull. (654),Bored
I have mastered the quiz preparation and I can apply it with ease! (427),Confident
The concept of the online lab exercise seems unclear to me in this problem. (488),Confused
This the engineering design task is too slow paced and I keep daydreaming! (328),Bored
I feel confident because the quiz preparation! (244),Confident
The concept of the data science project seems unclear to me in this problem! (448),Confused
I feel puzzled by the exam review notes and I cannot separate the steps. (140),Confused
I am sure about the group assignment because the task feels too predictable! (640),Confident
This the coding assignment is unclear and I am not sure how to proceed! (244),Confused
I handled the the machine learning model successfully and I feel assured! (412),Confident
The lesson on the lecture on recursion is so repetitive that I really lose focus. (206),Bored
the statistics homework feels sleepy and I cannot stay engaged. (1134),Bored
I am interested in understanding this mathematics proof in more depth! (979),Curious
I solved the the data science project and I am comfortable explaining it! (625),Confident
This the machine learning model is so frustrating that I want to restart. (660),Frustrated
I am irritated by the project deadline and I cannot make progress. (518),Frustrated
I am unsure how to use the online lab exercise correctly in this assignment. (783),Confused
I would like to explore the project deadline because it seems promising. (837),Curious
I am curious about the online lab exercise because the assignment is challenging but manageable. (272),Curious
The concept of the lecture on recursion seems unclear to me in this problem! (748),Confused
I feel confident because the debugging session! (463),Confident
This the group assignment is so frustrating that I want to restart. (353),Frustrated
I really am keen to find out how the machine learning model behaves under different conditions. (356),Curious
I have mastered this mathematics proof and I can apply it with ease. (368),Confident
I am irritated by the exam review notes and I cannot make progress. (284),Frustrated
I would like to explore the physics problem set because it seems promising. (33),Curious
The explanation for the lecture on recursion is mixed up and I cannot follow it! (967),Confused
The idea behind the research paper review intrigues me and I really want to study it. (756),Curious
I have mastered the research paper review and I can apply it with ease! (1042),Confident
I wish the exam review notes were more stimulating because the instructions are not clear enough. (800),Bored
I want to learn more about the engineering design task and its real world applications. (309),Curious
I feel annoyed by the self study module and nothing seems to work. (885),Frustrated
I feel confident because the project deadline! (28),Confident
This this mathematics proof feels fascinating and I really want to investigate it! (931),Curious
I find the exam review notes dull and unmotivating because the feedback is too generic! (898),Bored
I am sure about the engineering design task because the examples are too repetitive! (1045),Confident
I am irritated by the coding assignment and I cannot make progress! (868),Frustrated
I am fed up with the engineering design task because the task feels too predictable. (1169),Frustrated
This the exam review notes is so frustrating that I want to restart. (120),Frustrated
I am lost in the coding assignment because the instructions are vague. (867),Confused
I am frustrated because the group assignment keeps failing. (278),Frustrated
The approach for this mathematics proof now makes sense and I feel ready. (584),Confident
I really would like to explore this mathematics proof because it seems promising! (346),Curious
This the online lab exercise is so frustrating that I want to restart. (809),Frustrated
I understand the quiz preparation well enough to teach it to someone else. (462),Confident
This the self study module is too slow paced and I keep daydreaming. (248),Bored
I am fed up with the exam preparation because the error keeps appearing even after retries. (108),Frustrated
I am eager to discover how the statistics homework works in practice. (1179),Curious
I really am uninterested in the machine learning model because it feels repetitive and dull. (621),Bored
This the algorithm explanation is so frustrating that I want to restart. (209),Frustrated
I am uninterested in the exam preparation because it feels repetitive and dull. (992),Bored
I handled the the statistics homework successfully and I feel assured. (947),Confident
I am not interested in the physics problem set because I can already see the pattern. (1049),Bored
I handled the the debugging session successfully and I feel assured. (594),Confident
The approach for the programming challenge now makes sense and I feel ready. (275),Confident
I really am perplexed by the engineering design task because I can explain the result to others. (261),Confused
I really feel puzzled by the engineering design task and I cannot separate the steps! (436),Confused
The explanation for the online lab exercise is mixed up and I cannot follow it. (285),Confused
The the exam preparation is monotonous and I keep zoning out. (282),Bored
The the engineering design task is stressing me out and I really feel stuck. (56),Frustrated
the data science project feels sleepy and I cannot stay engaged. (909),Bored
This the exam review notes is making me upset because the task feels too predictable. (189),Frustrated
The explanation for the statistics homework is mixed up and I cannot follow it. (102),Confused
The approach for the physics problem set now makes sense and I feel ready. (1100),Confident
I really understand the quiz preparation well enough to teach it to someone else! (241),Confident
I am frustrated because the group assignment keeps failing. (677),Frustrated
I feel annoyed by the research paper review and nothing seems to work. (575),Frustrated
I want to explore the online lab exercise further and learn more. (245),Curious
The the lecture on recursion is monotonous and I keep zoning out! (1057),Bored
I really find the lecture on recursion dull and unmotivating because the task feels too predictable. (146),Bored
I feel annoyed by the programming challenge and nothing seems to work. (510),Frustrated
The explanation for the group assignment is mixed up and I cannot follow it! (280),Confused
The the programming challenge is monotonous and I keep zoning out. (339),Bored
This the algorithm explanation is making me upset because the examples are too repetitive. (573),Frustrated
I understand the machine learning model well enough to teach it to someone else. (74),Confident
The explanation for the research paper review is mixed up and I cannot follow it! (850),Confused
I am curious about this mathematics proof because the output matches my expectation. (428),Curious
I find the statistics homework dull and unmotivating because the reasoning finally clicked. (579),Bored
I am unsure how to use the exam preparation correctly in this assignment. (653),Confused
I do not understand the physics problem set and I feel stuck. (158),Confused
The deadline for the algorithm explanation is causing me a lot of stress! (982),Frustrated
I have mastered the coding assignment and I can apply it with ease. (494),Confident
The lesson on the project deadline is so repetitive that I lose focus. (474),Bored
I finally understood the project deadline and I feel ready to proceed. (735),Confident
I really am confused about the exam preparation because I can explain the result to others! (571),Confused
This the coding assignment is so boring that I cannot stay focused! (1054),Bored
I am eager to discover how the lecture on recursion works in practice. (399),Curious
the self study module feels sleepy and I cannot stay engaged. (539),Bored
The solution for the online lab exercise is clear now and I feel prepared. (212),Confident
I handled the the presentation slides successfully and I feel assured. (489),Confident
I really am keen to find out how the online lab exercise behaves under different conditions. (1086),Curious
This the exam preparation feels fascinating and I want to investigate it. (5),Curious
I am confused about the group assignment because the logic is hard to connect to the examples. (1107),Confused
The explanation for the data science project is mixed up and I cannot follow it. (30),Confused
I solved the the data science project and I am comfortable explaining it! (493),Confident
I am irritated by the project deadline and I cannot make progress. (1107),Frustrated
I am fascinated by the engineering design task and I want to understand the reasoning. (290),Curious
I am keen to find out how the group assignment behaves under different conditions! (388),Curious
I feel puzzled by the online lab exercise and I cannot separate the steps. (518),Confused
The concept of the debugging session seems unclear to me in this problem. (246),Confused
I wish the physics problem set were more stimulating because the pace is too slow for my level. (930),Bored
Nothing works in the physics problem set and I feel exhausted by the errors. (269),Frustrated
The concept of the presentation slides seems unclear to me in this problem. (1196),Confused
I feel confident because the programming challenge! (1102),Confident
The concept of the research paper review seems unclear to me in this problem. (1152),Confused
I am fed up with the project deadline because the assignment is challenging but manageable! (442),Frustrated
The solution for the statistics homework is clear now and I really feel prepared. (866),Confident
This the exam review notes feels fascinating and I want to investigate it. (303),Curious
I really want to learn more about the algorithm explanation and its real world applications. (831),Curious
I am interested in understanding the engineering design task in more depth. (687),Curious
I solved the the debugging session and I am comfortable explaining it. (782),Confident
I am angry about the algorithm explanation because the feedback is too generic! (127),Frustrated
I am keen to find out how the physics problem set behaves under different conditions. (810),Curious
I am angry about the engineering design task because the pace is too slow for my level! (1108),Frustrated
I feel puzzled by the machine learning model and I cannot separate the steps. (32),Confused
The approach for the machine learning model now makes sense and I feel ready. (563),Confident
I really wish the engineering design task were more stimulating because the task feels too predictable. (291),Bored
I am comfortable with the engineering design task because the task feels too predictable! (694),Confident
I am fed up with the presentation slides because the task feels too predictable. (1193),Frustrated
I want to explore the exam preparation further and learn more. (57),Curious
The the project deadline is monotonous and I keep zoning out. (818),Bored
The concept of the quiz preparation seems unclear to me in this problem! (868),Confused
I am confused about the algorithm explanation because the logic is hard to connect to the examples. (479),Confused
This the research paper review is unclear and I am not sure how to proceed. (815),Confused
This the statistics homework is unclear and I am not sure how to proceed. (770),Confused
I am uninterested in the presentation slides because it feels repetitive and dull. (932),Bored
I really am comfortable with the project deadline because the tools are behaving inconsistently! (286),Confident
The the coding assignment is monotonous and I keep zoning out. (179),Bored
I would like to explore the research paper review because it seems promising. (798),Curious
I am frustrated because the presentation slides keeps failing. (635),Frustrated
I am eager to discover how the engineering design task works in practice. (762),Curious
This the exam preparation feels fascinating and I really want to investigate it. (476),Curious
This the coding assignment is so frustrating that I really want to restart. (201),Frustrated
I really have no idea how to start the exam review notes because I need more examples before I can proceed. (291),Confused
This the machine learning model is too slow paced and I keep daydreaming! (448),Bored
The solution for the algorithm explanation is clear now and I feel prepared! (700),Confident
I wish the group assignment were more stimulating because I can already see the pattern! (730),Bored
I am curious about the engineering design task because I need more examples before I can proceed. (393),Curious
The the lecture on recursion is monotonous and I keep zoning out. (5),Bored
The approach for this mathematics proof now makes sense and I feel ready. (323),Confident
I really am frustrated because the research paper review keeps failing. (911),Frustrated
This the programming challenge is too slow paced and I really keep daydreaming. (476),Bored
I am eager to discover how the data science project works in practice! (253),Curious
I want to learn more about the project deadline and its real world applications! (250),Curious
I have no idea how to start the exam review notes because the pace is too slow for my level. (590),Confused
I finally understood the coding assignment and I feel ready to proceed. (1104),Confident
This the coding assignment is making me upset because I really can already see the pattern. (906),Frustrated
This the presentation slides is making me upset because the feedback is too generic. (345),Frustrated
I am keen to find out how the statistics homework behaves under different conditions! (472),Curious
The approach for the presentation slides now makes sense and I feel ready. (773),Confident
Nothing works in the research paper review and I feel exhausted by the errors. (1164),Frustrated
I am eager to discover how the programming challenge works in practice. (1164),Curious
I am comfortable with the coding assignment because the feedback is too generic. (1022),Confident
I really feel annoyed by the machine learning model and nothing seems to work. (606),Frustrated
I wish the physics problem set were more stimulating because I can explain the result to others. (297),Bored
This the online lab exercise feels fascinating and I want to investigate it! (349),Curious
The the engineering design task is monotonous and I keep zoning out! (559),Bored
I really am fed up with the algorithm explanation because the deadline is approaching quickly. (941),Frustrated
I am frustrated because the programming challenge keeps failing. (359),Frustrated
The approach for the data science project now makes sense and I feel ready. (654),Confident
I feel puzzled by the online lab exercise and I cannot separate the steps. (755),Confused
I wish the debugging session were more stimulating because I can already see the pattern. (660),Bored
This the online lab exercise is making me upset because I want to understand the intuition behind it. (690),Frustrated
The approach for the project deadline now makes sense and I feel ready. (917),Confident
I want to explore the statistics homework further and learn more. (1004),Curious
The explanation for the quiz preparation is mixed up and I cannot follow it. (500),Confused
I really am curious about this mathematics proof because the instructions are not clear enough! (511),Curious
I am eager to discover how the programming challenge works in practice. (365),Curious
I want to learn more about the quiz preparation and its real world applications. (648),Curious
I really am not interested in the data science project because the task feels too predictable. (21),Bored
I find the coding assignment dull and unmotivating because the same concept is explained too many times! (1147),Bored
I am sure about the debugging session because I can explain the result to others. (144),Confident
I am perplexed by the exam preparation because I want to understand the intuition behind it! (103),Confused
I have mastered the coding assignment and I can apply it with ease. (1094),Confident
The lesson on the debugging session is so repetitive that I lose focus. (668),Bored
I want to explore the research paper review further and learn more. (1158),Curious
The lesson on the engineering design task is so repetitive that I lose focus. (728),Bored
The idea behind the exam review notes intrigues me and I want to study it. (18),Curious
I want to learn more about the presentation slides and its real world applications! (43),Curious
I wish the physics problem set were more stimulating because the implementation keeps breaking. (558),Bored
The lesson on the data science project is so repetitive that I really lose focus. (866),Bored
I wish the machine learning model were more stimulating because I need more examples before I can proceed. (704),Bored
I finally understood the data science project and I feel ready to proceed! (682),Confident
Nothing works in the machine learning model and I feel exhausted by the errors! (610),Frustrated
The the self study module is monotonous and I keep zoning out. (1127),Bored
This the physics problem set is making me upset because the examples are too repetitive. (1184),Frustrated
I am confused about the data science project because the feedback is too generic. (905),Confused
I feel bored because the self study module. (900),Bored
The approach for the debugging session now makes sense and I really feel ready! (436),Confident
I am confused about the presentation slides because the implementation keeps breaking! (190),Confused
I really want to explore the exam preparation further and learn more! (91),Curious
I really am keen to find out how the algorithm explanation behaves under different conditions. (1046),Curious
This the engineering design task is so boring that I cannot stay focused. (74),Bored
I want to learn more about the algorithm explanation and its real world applications. (1130),Curious
This the project deadline is making me upset because the pace is too slow for my level! (1126),Frustrated
This the debugging session is so frustrating that I want to restart! (37),Frustrated
I have mastered the self study module and I can apply it with ease! (304),Confident
I really do not understand the group assignment and I feel stuck! (391),Confused
The the exam preparation is monotonous and I keep zoning out! (580),Bored
I really want to explore the algorithm explanation further and learn more. (806),Curious
I am angry about the self study module because the problem is more interesting than the lecture. (939),Frustrated
This the statistics homework is so boring that I cannot stay focused. (518),Bored
I am irritated by the self study module and I cannot make progress! (829),Frustrated
I finally understood the physics problem set and I feel ready to proceed! (583),Confident
I do not understand the group assignment and I feel stuck! (1033),Confused
I feel annoyed by the research paper review and nothing seems to work! (865),Frustrated
I solved the the project deadline and I am comfortable explaining it. (792),Confident
The solution for the data science project is clear now and I feel prepared! (328),Confident
I do not understand the data science project and I feel stuck. (828),Confused
I would like to explore the debugging session because it seems promising. (17),Curious
I really am angry about the exam review notes because I need more examples before I can proceed! (46),Frustrated
I solved the the algorithm explanation and I am comfortable explaining it. (1068),Confident
This the group assignment is too slow paced and I keep daydreaming. (432),Bored
The idea behind the physics problem set intrigues me and I want to study it. (1070),Curious
I am not interested in the physics problem set because the problem is more interesting than the lecture. (1092),Bored
I really feel confident because the online lab exercise! (301),Confident
The lesson on the quiz preparation is so repetitive that I lose focus. (1083),Bored
I am angry about the physics problem set because the assignment is challenging but manageable! (94),Frustrated
I am confused about the debugging session because the error keeps appearing even after retries. (734),Confused
I find the group assignment dull and unmotivating because the deadline is approaching quickly. (305),Bored
I am confused about the engineering design task because I can explain the result to others! (7),Confused
The approach for the algorithm explanation now makes sense and I feel ready. (899),Confident
I handled the the presentation slides successfully and I feel assured. (170),Confident
I really finally understood the lecture on recursion and I feel ready to proceed. (756),Confident
I really am lost in this mathematics proof because the instructions are vague. (71),Confused
This the group assignment is so boring that I cannot stay focused. (578),Bored
The the debugging session is stressing me out and I feel stuck. (275),Frustrated
I am curious about the physics problem set because the problem is more interesting than the lecture! (937),Curious
I am keen to find out how the debugging session behaves under different conditions! (415),Curious
I understand the coding assignment well enough to teach it to someone else. (585),Confident
I am not interested in the group assignment because the same concept is explained too many times! (565),Bored
I handled the the exam preparation successfully and I feel assured. (450),Confident
The concept of the research paper review seems unclear to me in this problem. (26),Confused
I am fed up with the presentation slides because the task feels too predictable! (592),Frustrated
I am unsure how to use the engineering design task correctly in this assignment. (555),Confused
the group assignment feels sleepy and I cannot stay engaged. (1149),Bored
I am curious about the quiz preparation because the examples are too repetitive. (39),Curious
I feel confident because the debugging session. (1059),Confident
I am fed up with the self study module because the problem is more interesting than the lecture! (949),Frustrated
I am confused about the debugging session because the assignment is challenging but manageable. (357),Confused
I am comfortable with the presentation slides because the instructions are not clear enough. (1020),Confident
I am irritated by the exam preparation and I cannot make progress. (695),Frustrated
I really have no idea how to start the engineering design task because I need more examples before I can proceed. (566),Confused
I am frustrated because the quiz preparation keeps failing. (90),Frustrated
I feel puzzled by this mathematics proof and I cannot separate the steps! (67),Confused
Nothing works in the statistics homework and I feel exhausted by the errors. (1110),Frustrated
The solution for the online lab exercise is clear now and I really feel prepared! (16),Confident
I am comfortable with the presentation slides because the examples are too repetitive. (800),Confident
This this mathematics proof is too slow paced and I really keep daydreaming. (566),Bored
I am perplexed by the lecture on recursion because the implementation keeps breaking! (349),Confused
I am angry about the programming challenge because the output matches my expectation. (257),Frustrated
I wish the engineering design task were more stimulating because I can already see the pattern! (1192),Bored
I am comfortable with the self study module because the same concept is explained too many times. (672),Confident
The approach for this mathematics proof now makes sense and I feel ready. (794),Confident
I feel confident because the debugging session. (687),Confident
I am keen to find out how the exam preparation behaves under different conditions. (212),Curious
I am lost in the self study module because the instructions are vague! (1102),Confused
The explanation for the data science project is mixed up and I really cannot follow it. (596),Confused
I am comfortable with this mathematics proof because the same concept is explained too many times! (175),Confident
This the machine learning model is unclear and I am not sure how to proceed. (1128),Confused
I finally understood the online lab exercise and I feel ready to proceed. (689),Confident
The concept of this mathematics proof seems unclear to me in this problem. (813),Confused
I want to learn more about the project deadline and its real world applications! (964),Curious
I feel puzzled by the debugging session and I cannot separate the steps! (889),Confused
I really am fascinated by the debugging session and I want to understand the reasoning. (336),Curious
This the online lab exercise is so boring that I cannot stay focused. (24),Bored
I understand the programming challenge well enough to teach it to someone else. (1067),Confident
I want to explore this mathematics proof further and learn more! (1015),Curious
I solved the the programming challenge and I am comfortable explaining it! (40),Confident
I am interested in understanding the algorithm explanation in more depth. (390),Curious
I want to explore the presentation slides further and learn more! (259),Curious
I am frustrated because the exam preparation keeps failing. (380),Frustrated
I really am fascinated by the quiz preparation and I want to understand the reasoning. (1041),Curious
I feel confident because the coding assignment! (1165),Confident
I am unsure how to use the project deadline correctly in this assignment. (1064),Confused
I really want to explore the self study module further and learn more. (851),Curious
I have no idea how to start the physics problem set because I want to understand the intuition behind it! (478),Confused
I am sure about the engineering design task because the task feels too predictable. (269),Confident
The solution for the statistics homework is clear now and I feel prepared! (568),Confident
The the research paper review is monotonous and I keep zoning out! (544),Bored
I feel bored because the statistics homework. (357),Bored
I am eager to discover how the engineering design task works in practice! (322),Curious
I feel annoyed by this mathematics proof and nothing seems to work! (985),Frustrated
the data science project feels sleepy and I cannot stay engaged! (970),Bored
I am interested in understanding the statistics homework in more depth! (7),Curious
I feel puzzled by the presentation slides and I cannot separate the steps. (440),Confused
I really feel annoyed by the engineering design task and nothing seems to work. (1166),Frustrated
I finally understood the self study module and I feel ready to proceed. (345),Confident
I am comfortable with the programming challenge because I can explain the result to others. (662),Confident
Nothing works in the exam preparation and I feel exhausted by the errors. (197),Frustrated
The idea behind the debugging session intrigues me and I want to study it! (598),Curious
The approach for the research paper review now makes sense and I feel ready! (658),Confident
The approach for the group assignment now makes sense and I feel ready. (287),Confident
I am unsure how to use the coding assignment correctly in this assignment. (1134),Confused
I am fascinated by the project deadline and I want to understand the reasoning! (34),Curious
This the quiz preparation is unclear and I am not sure how to proceed! (535),Confused
I am lost in the debugging session because the instructions are vague! (550),Confused
I feel puzzled by the debugging session and I cannot separate the steps! (820),Confused
I am curious about the exam preparation because the reasoning finally clicked. (362),Curious
This the self study module is too slow paced and I keep daydreaming! (298),Bored
I do not understand the statistics homework and I feel stuck. (117),Confused
The approach for the algorithm explanation now makes sense and I feel ready. (788),Confident
Nothing works in this mathematics proof and I feel exhausted by the errors! (550),Frustrated
I would like to explore the programming challenge because it seems promising. (354),Curious
The explanation for the engineering design task is mixed up and I cannot follow it! (394),Confused
The idea behind the self study module intrigues me and I want to study it. (449),Curious
This the group assignment is making me upset because the task feels too predictable. (174),Frustrated
I find the project deadline dull and unmotivating because I can explain the result to others. (485),Bored
The approach for the exam preparation now makes sense and I feel ready. (1118),Confident
This the physics problem set is making me upset because the instructions are not clear enough! (7),Frustrated
I really have mastered the group assignment and I can apply it with ease! (931),Confident
I really am comfortable with the engineering design task because I can already see the pattern. (1076),Confident
I really have mastered this mathematics proof and I can apply it with ease. (1086),Confident
I really am frustrated because the project deadline keeps failing. (686),Frustrated
I finally understood the group assignment and I feel ready to proceed! (1012),Confident
The lesson on the quiz preparation is so repetitive that I lose focus. (959),Bored
I have mastered this mathematics proof and I can apply it with ease. (963),Confident
I do not understand the group assignment and I feel stuck. (738),Confused
I am curious about the machine learning model because the tools are behaving inconsistently. (1010),Curious
I am unsure how to use the group assignment correctly in this assignment. (804),Confused
I am lost in the algorithm explanation because the instructions are vague. (954),Confused
I really want to learn more about the group assignment and its real world applications. (561),Curious
This the lecture on recursion is so frustrating that I want to restart! (250),Frustrated
I feel puzzled by this mathematics proof and I cannot separate the steps! (148),Confused
I finally understood the presentation slides and I feel ready to proceed. (1113),Confident
I solved the the exam review notes and I am comfortable explaining it. (1125),Confident
I understand the physics problem set well enough to teach it to someone else. (989),Confident
I solved the this mathematics proof and I am comfortable explaining it. (348),Confident
The lesson on the project deadline is so repetitive that I lose focus! (577),Bored
I am lost in the project deadline because the instructions are vague. (893),Confused
I really am comfortable with the presentation slides because the reasoning finally clicked. (6),Confident
I find the algorithm explanation dull and unmotivating because the reasoning finally clicked! (829),Bored
The solution for the programming challenge is clear now and I really feel prepared. (1046),Confident
The solution for the presentation slides is clear now and I feel prepared! (520),Confident
I really handled the the research paper review successfully and I feel assured. (561),Confident
I want to explore the project deadline further and learn more. (1089),Curious
The approach for the statistics homework now makes sense and I really feel ready. (1101),Confident
The concept of the algorithm explanation seems unclear to me in this problem. (863),Confused
The concept of the coding assignment seems unclear to me in this problem. (642),Confused
This the quiz preparation is so frustrating that I want to restart. (402),Frustrated
